,id,created_at,text,company,textblob_polarity,textblob_sentiment,vader_polarity,vader_sentiment
14,1380266858339831812,2021-04-08 21:10:37+00:00,amp wrexham big funders fossilfuel amp divest immediately wrecsam wrexham wrecsam climatechange run life,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
15,1366345470457507840,2021-03-01 11:12:00+00:00,despite pledging reach zero carbon bank like still investing coal gas oil need funding renewableenergy worst bank europe moneyrebellion moneyrebellion fossilbanks,HSBC,-1.0,Negative,"{'neg': 0.202, 'neu': 0.701, 'pos': 0.097, 'compound': -0.3968}",Negative
16,1341047161845391360,2020-12-21 15:45:33+00:00,time big bank shape act climatechange fossilbanks thanks,HSBC,0.1,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",Positive
17,1340959563382710272,2020-12-21 09:57:28+00:00,avoid banking fund fossilfuels climatechange climateemergency le mass murder ecocide,HSBC,0.0,Neutral,"{'neg': 0.463, 'neu': 0.537, 'pos': 0.0, 'compound': -0.7845}",Negative
18,1330835080105897984,2020-11-23 11:26:23+00:00,time stop funding climatechange,HSBC,0.0,Neutral,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",Negative
19,1329801591797452800,2020-11-20 14:59:40+00:00,oil drum bank oil drum bank oil drum bank oil drum bank oil drum bank oil drum bank believe climatechange ask stop funding fossilfuel hsbc thankyou jackie green heart wrecsam,HSBC,-0.2,Negative,"{'neg': 0.064, 'neu': 0.814, 'pos': 0.122, 'compound': 0.4588}",Positive
20,1323548794047385600,2020-11-03 08:53:17+00:00,speaking change directly fund climatechange,HSBC,0.1,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
21,1312393252998459392,2020-10-03 14:05:09+00:00,banked since news like fact second biggest investor fossil fuel think moving asap climatechange humanrights ethicalbanking fossilfuels,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",Positive
22,1307356017756442625,2020-09-19 16:28:58+00:00,show commitment globalgoalsweek globalgoals let support woman crowdfunding safe workplace cover case worplacebullying harassment victimization bullyinguk socent,HSBC,0.5,Positive,"{'neg': 0.252, 'neu': 0.444, 'pos': 0.304, 'compound': 0.1027}",Positive
23,1306966626663895041,2020-09-18 14:41:40+00:00,banked year amp move due unethical investment labelled nd biggest banker fossil fuel europe linked multiple human right abuse comment ethicalbanking climatechange ethicalconsumer,HSBC,0.040178571428571425,Positive,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.8176}",Negative
24,1300416545353543683,2020-08-31 12:53:59+00:00,sambaband outside norwich branch today call divestment oilandgas stop killing planet late climatechange climateemergency climateemergency actnow noplanetb,HSBC,-0.15,Negative,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.765}",Negative
25,1282038010549239813,2020-07-11 19:44:15+00:00,used bank wrexham addition also invest money fossilfuel left climatechange making extreme weather event common amp people already suffering result isnt right,HSBC,-0.03482142857142857,Negative,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.4767}",Negative
26,1281207377077972993,2020-07-09 12:43:37+00:00,ive moved money wrexham fund fossilfuel yet another reason invest elsewhere like green heart wrexham wrecsam climatechange affect child amp already affecting others green heart,HSBC,-0.2,Negative,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8979}",Positive
27,1280249657785024514,2020-07-06 21:17:58+00:00,wrexham know amp bank fund fossilfuel mmm tried keep bit quiet didnt climatechange climatecrisis climateemergency,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
28,1273176425651109888,2020-06-17 08:51:29+00:00,thank collaborator letting play small role outstanding project citizenscience climatechange naturebasedsolutions,HSBC,0.125,Positive,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.836}",Positive
29,1270983095148216321,2020-06-11 07:35:58+00:00,birmingham hosted orgs incl envisaging step change engagingenvironments house garden working climatechange training world team bham park,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
30,1262778799307083777,2020-05-19 16:15:01+00:00,great news campaign climatechange amp investment closing loophole allowing bank fund coal power indonesia vietnam bangladesh little part delivering letter stockton fairtrade hsbc,HSBC,0.30625,Positive,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.6249}",Positive
31,1251789383683973128,2020-04-19 08:27:00+00:00,hsbc investment crime enbridge north america largest energy infrastructure company long track record oil spill indigenous right violation climatechange fossilfuels fossilbanksnothanks environmentaljustice,HSBC,0.11785714285714285,Positive,"{'neg': 0.241, 'neu': 0.683, 'pos': 0.076, 'compound': -0.6808}",Negative
32,1237501483450609665,2020-03-10 22:11:59+00:00,good evening barclays hsbc santander lloyd amp rb live wrexham amp trying tell many people fund fossilfuels stop know fossilfuels speed climatechange thankyou,HSBC,0.4454545454545455,Positive,"{'neg': 0.084, 'neu': 0.805, 'pos': 0.111, 'compound': 0.1779}",Positive
33,1234472352391614464,2020-03-02 13:35:18+00:00,hasboard ofdirectors assessed nationalsecurity publicsafety threat bycorp leadersamp politician acting withnegligencewillful blindnessto climatechange ecocide,HSBC,0.0,Neutral,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}",Negative
34,1234470887816036353,2020-03-02 13:29:29+00:00,board director ass threatsto nationalsecurity publicsafety bycorp leadersamp politician acting negligence willful blindness climatechange amp ecocide,HSBC,0.0,Neutral,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",Negative
35,1228021795862663168,2020-02-13 18:23:06+00:00,clearly violation fpic also grave implication climatechange need intervention,HSBC,0.10000000000000002,Positive,"{'neg': 0.4, 'neu': 0.414, 'pos': 0.186, 'compound': -0.4767}",Negative
36,1223221991378997249,2020-01-31 12:30:23+00:00,new banking facility comprise million trade loan million guarantee line source funding supported uk export credit agency renewableenergy,HSBC,0.13636363636363635,Positive,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7096}",Positive
37,1218590655452045313,2020-01-18 17:47:07+00:00,want something wrecsam climatechange change bank know lloyd hsbc amp rb among others invest fossilfuels find one doesnt quite easy oh yes amp tell left backhand index pointing medium skin tone backhand index pointing mediumdark skin tone backhand index pointing light skin tone backhand index pointing dark skin tone,HSBC,0.17083333333333334,Positive,"{'neg': 0.05, 'neu': 0.87, 'pos': 0.081, 'compound': 0.1633}",Positive
38,1192727381703835648,2019-11-08 08:55:42+00:00,opened new saving account joint email etc cant believe much wasted paper used two lot already information set upclimatechange waste shameonyou,HSBC,-0.08787878787878789,Negative,"{'neg': 0.115, 'neu': 0.778, 'pos': 0.108, 'compound': -0.0444}",Neutral
39,1192134587557797889,2019-11-06 17:40:09+00:00,worth noting bank please stop investment divest climatechange,HSBC,0.3,Positive,"{'neg': 0.193, 'neu': 0.439, 'pos': 0.368, 'compound': 0.25}",Positive
40,1192123491652395010,2019-11-06 16:56:03+00:00,climatechangebirmingham lunch networking heard dr bhasha mukherjee jnr doctor link diabetes climatechange michaela wright martin sheer dir midland univs energy group,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",Positive
41,1186387349229490177,2019-10-21 21:02:40+00:00,surely small key handed branch doesnt need much packaging doesnt make ok use much responsiblysourced board wasted resource slightly frowning face pollution waste climatechange,HSBC,0.010416666666666664,Positive,"{'neg': 0.313, 'neu': 0.596, 'pos': 0.091, 'compound': -0.7265}",Negative
42,1146425568675684352,2019-07-03 14:28:49+00:00,ldnclimateactionweek great opportunity explore challenge around climatechange energytransition localgov nationalgov,HSBC,0.8,Positive,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.802}",Positive
43,1135287023101779968,2019-06-02 20:48:13+00:00,speaking impromptu yesterday carnival creature explaining bigshift campaign targetting climatechange fossilfuels climateemergency,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
44,1130394209951866880,2019-05-20 08:45:56+00:00,alexander pohl providing banking perspective state climate risk finance financechange,HSBC,0.0,Neutral,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}",Negative
45,1128020955719061504,2019-05-13 19:35:28+00:00,someone seems saying bigshift flower much biodiversity protection bankrolling dirty coal business bangladesh indonesia vietnam fossilfuels climatechange,HSBC,-0.19999999999999998,Negative,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4404}",Negative
46,1125929267697680384,2019-05-08 01:03:50+00:00,respect liverpool joseph dyer visiting local protest funding climatechange coal never young good bigshift fossilfuels,HSBC,0.21666666666666665,Positive,"{'neg': 0.226, 'neu': 0.615, 'pos': 0.159, 'compound': -0.0788}",Negative
47,1125922407271870464,2019-05-08 00:36:35+00:00,alternative reality climatechange sustainable business funding coal fossilfuels bigshift,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
48,1125919562808033281,2019-05-08 00:25:17+00:00,great work hugging face may much money pocket parent family talk one day visit week picture showing climatechange amp bigshift,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7845}",Positive
49,1123900145647726592,2019-05-02 10:40:50+00:00,four year glad closed account encourage change ethical sustainable financial service provider invest arm nuclearweapons fossilfuels available option banking ethicalconsumer,HSBC,0.2,Positive,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.8625}",Positive
50,1122988356181340160,2019-04-29 22:17:42+00:00,true seen sanns manchester know thyself stop offshored coal industry funding make bigshift stop environmental damage worldwide fossilfuel climatechange,HSBC,0.35,Positive,"{'neg': 0.299, 'neu': 0.591, 'pos': 0.11, 'compound': -0.5859}",Negative
51,1119028843426328577,2019-04-19 00:04:01+00:00,whilst amp make news london visted anns sq calling stop funding climatechange bigshift,HSBC,0.0,Neutral,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",Negative
52,1118634410457354241,2019-04-17 21:56:41+00:00,couldnt make john flint ceo doublespeak ignoring option bigshift funding renewables climatechange,HSBC,0.0,Neutral,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",Negative
53,1118500330952642560,2019-04-17 13:03:54+00:00,credit could result denial john flint ce fails take climatechange seriously continue fund coal worst fossilfuels,HSBC,-0.611111111111111,Negative,"{'neg': 0.371, 'neu': 0.517, 'pos': 0.112, 'compound': -0.7184}",Negative
54,1118286198437482496,2019-04-16 22:53:01+00:00,liverpool get message would chief exec john flint bigshift climatechange,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
55,1118257047013875712,2019-04-16 20:57:10+00:00,may getting lot coverage squirming reputational damage climbing funding climatechange aprilfools need make bigshift called warrington,HSBC,0.0,Neutral,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}",Negative
56,1118170147917893633,2019-04-16 15:11:52+00:00,thanks inserting vid bigshift campaign funding climatechange togetherwethrive,HSBC,0.2,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",Positive
57,1118146052916490241,2019-04-16 13:36:07+00:00,thanks thanks funding climatechange need make bigshift pdq investment fail may call,HSBC,-0.033333333333333326,Negative,"{'neg': 0.191, 'neu': 0.492, 'pos': 0.317, 'compound': 0.3182}",Positive
58,1117939276971413504,2019-04-15 23:54:28+00:00,nice see fire fighting fire bigshfit climatechange,HSBC,0.6,Positive,"{'neg': 0.557, 'neu': 0.229, 'pos': 0.214, 'compound': -0.5423}",Negative
59,1117896681951911936,2019-04-15 21:05:13+00:00,good work glad see challenged grandparent well really need bigshift climatechange,HSBC,0.4666666666666666,Positive,"{'neg': 0.085, 'neu': 0.427, 'pos': 0.488, 'compound': 0.765}",Positive
60,1116748138843385857,2019-04-12 17:01:19+00:00,look today featuring striking ad amp co calling honourable thing stop funding climatechange,HSBC,0.5,Positive,"{'neg': 0.135, 'neu': 0.675, 'pos': 0.19, 'compound': 0.2263}",Positive
61,1116605096639340545,2019-04-12 07:32:55+00:00,hi like ask ceo commit stop funding new coal project immediately move away fossil fuel investment fund renewables order meet pledge made paris agreement working stop climatechange,HSBC,0.13636363636363635,Positive,"{'neg': 0.128, 'neu': 0.641, 'pos': 0.23, 'compound': 0.5423}",Positive
62,1116457634486472706,2019-04-11 21:46:57+00:00,hey message climatechange harrow pinner,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
63,1116150567175430146,2019-04-11 01:26:46+00:00,here disappointed customer roger newton climatechange fossilfuels bigshift,HSBC,-0.75,Negative,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",Negative
64,1116132711918448640,2019-04-11 00:15:49+00:00,wake make genuine bigshift announcement agm ammend goodnews minimise reputational damage fossilfuels climatechange,HSBC,0.4,Positive,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",Negative
65,1115951636235550720,2019-04-10 12:16:18+00:00,agm need aware public support bigshift totally funding climatechange risk becoming target climatestrike,HSBC,0.175,Positive,"{'neg': 0.147, 'neu': 0.685, 'pos': 0.168, 'compound': 0.0865}",Positive
66,1115044977141268481,2019-04-08 00:13:33+00:00,mismatch rhetoric trafford park reality funding coal climatechange bangladesh indonesia vietnam pollution bigshift,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
67,1115030441105534981,2019-04-07 23:15:48+00:00,see stockport also visit activist bigshift petition get stop funding climatechange looking forward positive announcement agm,HSBC,0.22727272727272727,Positive,"{'neg': 0.111, 'neu': 0.707, 'pos': 0.182, 'compound': 0.34}",Positive
68,1114658338103603200,2019-04-06 22:37:11+00:00,roger newton said im disappointed customer year long environmentalist supporting non renewableenergy concentrating entirely greenenergy bigshift,HSBC,-0.1375,Negative,"{'neg': 0.155, 'neu': 0.7, 'pos': 0.145, 'compound': -0.0516}",Negative
69,1114649871078891520,2019-04-06 22:03:33+00:00,great support bigshift campaign calling stop funding climatechange amp environmental pollution collected signature outside sunshine addition christ church,HSBC,0.4,Positive,"{'neg': 0.084, 'neu': 0.534, 'pos': 0.382, 'compound': 0.8316}",Positive
70,1114637097951006725,2019-04-06 21:12:47+00:00,let hope get message make bigshift funding climatechange announcing substantial genuine action coming week,HSBC,0.25,Positive,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5719}",Positive
71,1114633633308999681,2019-04-06 20:59:01+00:00,good work chap take note take action stop funding climatechange announcement agm eagerly expected,HSBC,0.2333333333333333,Positive,"{'neg': 0.118, 'neu': 0.588, 'pos': 0.294, 'compound': 0.5106}",Positive
72,1114611735510622209,2019-04-06 19:32:00+00:00,one world biggest bank concerned hsbc continues fund coal power project petition signed people horsham delivered hsbc horsham today part bigshift campaign climatechange,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
73,1114512648689811456,2019-04-06 12:58:16+00:00,getting signature amp handing petition didsbury protesting funding coal mining columbia increasing pollution ignoring climatechange supporting amp bigshift campaign,HSBC,0.25,Positive,"{'neg': 0.225, 'neu': 0.656, 'pos': 0.119, 'compound': -0.3818}",Negative
74,1114117888145862657,2019-04-05 10:49:38+00:00,tooling bigshift petition hand didsbury sat objecting funding climatechange coal bangladesh indonesia vietnam welcome,HSBC,0.8,Positive,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.7351}",Positive
75,1113941228331130887,2019-04-04 23:07:39+00:00,cant youre hive ring false bee dying along wildlife climatechange caused financing coal causing pollution air sea seem right need bigshift,HSBC,-0.05714285714285719,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
76,1113818522730340352,2019-04-04 15:00:04+00:00,le year stop devastating climatechange member tab amp thornbury urc joined together today ask thornbury bank manager pas letter ceo calling end fianancing fossilfuels amp invest greenenergy,HSBC,-1.0,Negative,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.7579}",Negative
77,1113817194394214400,2019-04-04 14:54:47+00:00,got lost trafford wouldnt talk ab contribution climatechange accepted bigshift petition left flyer early caller open discussion,HSBC,0.03333333333333333,Positive,"{'neg': 0.119, 'neu': 0.773, 'pos': 0.108, 'compound': -0.0516}",Negative
78,1113795813224996865,2019-04-04 13:29:49+00:00,may wanted dialogue delivered bigshift petition traffordpark left retrospective lobbying customer arriving later might chat climatechange funding let hope positive announcement agm,HSBC,0.07575757575757576,Positive,"{'neg': 0.049, 'neu': 0.709, 'pos': 0.243, 'compound': 0.7351}",Positive
79,1113617629196038144,2019-04-04 01:41:47+00:00,true lookalike claim island part something far far bigger climatechange bigshift,HSBC,0.13749999999999998,Positive,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",Positive
80,1113357974267781122,2019-04-03 08:30:00+00:00,want change world make sustainable first create circular greeneconomy meet top woman making happen sustainablefinance,HSBC,0.375,Positive,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.4939}",Positive
81,1112774277760237568,2019-04-01 17:50:36+00:00,nice branch elegant building tavistock nice bank financing new coal power plant country already suffering climatechange bangladesh indonesia amp vietnam pointed campaigner,HSBC,0.4590909090909091,Positive,"{'neg': 0.104, 'neu': 0.604, 'pos': 0.292, 'compound': 0.6808}",Positive
82,1111275848156528645,2019-03-28 14:36:23+00:00,huge thanks dudley made sycamore adventure cio charity year thanks staff idea fundraising csr,HSBC,0.26666666666666666,Positive,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.9042}",Positive
83,1110337117979402240,2019-03-26 00:26:12+00:00,bramhall given tastey message get coal visited activist bigshift climatechange,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
84,1110159189530288130,2019-03-25 12:39:11+00:00,look like chorlton already getting called even bigshift visit funding coal climatechange togetherwethrive,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",Positive
85,1109967238063443968,2019-03-24 23:56:26+00:00,provided nice lot signature take didsbury today letter worked elder next meeting bigshift coal climatechange,HSBC,0.3,Positive,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",Positive
86,1109456213597667328,2019-03-23 14:05:48+00:00,organising bigshift signing tomorrow hope couple visit locally agm hope join u collecting hymn amp song lot local hostility funding coalmining climatechange,HSBC,0.0,Neutral,"{'neg': 0.119, 'neu': 0.61, 'pos': 0.271, 'compound': 0.5423}",Positive
87,1109172529917116416,2019-03-22 19:18:33+00:00,bigshift shared today petition getting signature manchester climatechange,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",Positive
88,1107450712760438784,2019-03-18 01:16:40+00:00,cheshire plain doesnt want become paddy field come go sustainabledevelopment cleanenergy fossilfuels climatechange bigshift,HSBC,-0.21428571428571427,Negative,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.0572}",Negative
89,1106912263271784449,2019-03-16 13:37:03+00:00,morning representative sheffield paid visit fargate ask stop funding climatechange want investing outdated polluting fossil fuel want plan cleaner greener future bigshift,HSBC,-0.20000000000000004,Negative,"{'neg': 0.09, 'neu': 0.735, 'pos': 0.176, 'compound': 0.0258}",Neutral
90,1106143780653146113,2019-03-14 10:43:23+00:00,stop funding climatechange,HSBC,0.0,Neutral,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",Negative
91,1105238344240451585,2019-03-11 22:45:30+00:00,tooling bigshift visit trafford park signing letter petition poster asking stop funding pollution climatechange funding coal,HSBC,0.0,Neutral,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",Negative
92,1103925330257993728,2019-03-08 07:48:03+00:00,join u tomorrow sat st mary walk branch hoe street present demand hsbc stop funding fossil fuel moral amp spiritual issue amp something world cannot afford climatechange walthamstow,HSBC,0.0,Neutral,"{'neg': 0.12, 'neu': 0.809, 'pos': 0.071, 'compound': -0.128}",Negative
93,1102198470683832320,2019-03-03 13:26:07+00:00,challenging hopefilled sunday talking climatechange ecological issue spiritual one well thanks talking climate advocacy church demanding stop funding fossil fuel,HSBC,0.275,Positive,"{'neg': 0.16, 'neu': 0.584, 'pos': 0.257, 'compound': 0.3612}",Positive
94,1100183246606950401,2019-02-25 23:58:21+00:00,support bigshift building bp bolton calling stopfundingclimatechange climatechange climatejustice,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",Positive
95,1099006838245343232,2019-02-22 18:03:43+00:00,kid presenting cambridge manager demand renewableenergy end fossilfuels fridaysforfuture climateemergency,HSBC,0.0,Neutral,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}",Negative
96,1098729775198359558,2019-02-21 23:42:46+00:00,think appropriate climateemergency climatestrike climatechange extinctionrebellion,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
97,1098685793025937408,2019-02-21 20:48:00+00:00,day go supplydemand action coming centrica coming ya climatechange fossilfuels directaction event fb page,HSBC,0.1,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
98,1096126057508421633,2019-02-14 19:16:31+00:00,discussed supporting divestment fossilfuels yesterday bank play big role climatechange,HSBC,0.125,Positive,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6486}",Positive
99,1093461874866302977,2019-02-07 10:50:01+00:00,boost courtesy helping one scottish salmon farm become safe efficient sustainable enabling follow method endorsed,HSBC,0.5,Positive,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.9201}",Positive
100,1080627861084667904,2019-01-03 00:52:13+00:00,many one sustainable plan respond gravity climatechange secures future child saving going ethical bank hsbc whose current investment must end want keep living earth,HSBC,0.175,Positive,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}",Positive
101,1077985951551578112,2018-12-26 17:54:13+00:00,light canary wharf boxing day globalwarming climatechange surely one work,HSBC,0.45,Positive,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",Positive
102,1071099553582116864,2018-12-07 17:50:08+00:00,thanks employee helping student get ready workexperience understanding skill behaviour needed workplace really help make upcoming placement corporatevolunteering csr,HSBC,0.20000000000000004,Positive,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8622}",Positive
103,1067731264839528449,2018-11-28 10:45:45+00:00,double standard ceo john flint coal kill please stop financing coal everywhere including vietnam indonesia bangladesh cfd getupscaleup sustainablefinance climatechange toriesout renewables,HSBC,0.0,Neutral,"{'neg': 0.245, 'neu': 0.674, 'pos': 0.082, 'compound': -0.6808}",Negative
104,1056471595353554949,2018-10-28 09:03:51+00:00,back moseley staff sustainabilitytrainingprogramme support urbantrees autumn cover research treeswoodlandwildlife resilience climatechange sdgs,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",Positive
105,1054245458351017985,2018-10-22 05:37:58+00:00,unitedkingdom pension scheme commits million million renewableenergy infrastructure britain acquire operational solar amp wind farm reuters,HSBC,0.0,Neutral,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.0258}",Neutral
